"","term","mean","median","lower","upper","sd","ran_val","group","level"
"1197","number_of_runners_7",-20256.6861207614,-20540.1300503535,-41270.2418107651,982.699381687578,30214.3859732772,"random","track_id:day_of_week:race_number","AQU:Thu:7"
"1198","number_of_runners_8",37418.8908021335,37605.5987350435,6321.99131992871,68055.1108698015,45538.7911356182,"random","track_id:day_of_week:race_number","AQU:Thu:7"
"1199","number_of_runners_9",-8253.98588883563,-9206.14062115448,-49253.8940352716,30225.967969574,61752.9835398081,"random","track_id:day_of_week:race_number","AQU:Thu:7"
"1200","number_of_runners_10",-153909.126369939,-153477.125130633,-204881.334012006,-100565.4052025,76271.7948433996,"random","track_id:day_of_week:race_number","AQU:Thu:7"
"1201","number_of_runners_11",-28304.9306934572,-26950.626694644,-140941.176670712,90283.597922443,178932.394388437,"random","track_id:day_of_week:race_number","AQU:Thu:7"
"1202","race_date",-51.5791729614919,-51.6497401706488,-59.6389217444424,-43.6395219743945,11.7096172004934,"random","track_id:day_of_week:race_number","AQU:Thu:8"
"1203","favorite_odds",5719.60822192835,6890.18980135485,-38958.0345325288,50159.1792598661,68150.1674679152,"random","track_id:day_of_week:race_number","AQU:Thu:8"
"1204","distance_id",-9330.1035558999,-8113.70240009282,-42466.3145665409,24993.1837682303,48387.0841320906,"random","track_id:day_of_week:race_number","AQU:Thu:8"
"1205","purse_usa",70379.4276093689,69018.7428453583,-14404.9487800576,156314.226463734,124207.689053444,"random","track_id:day_of_week:race_number","AQU:Thu:8"
"1206","all_NY",18114.3296750586,18813.174763332,690.724761541889,34602.8757102894,24225.9501266355,"random","track_id:day_of_week:race_number","AQU:Thu:8"
"1207","race_type_Allowance",-70055.5184390807,-69970.1236089426,-95528.9127920878,-42601.2577905433,39092.2983299054,"random","track_id:day_of_week:race_number","AQU:Thu:8"
"1208","race_type_Claiming",43837.8833888741,43632.9936152971,18367.5670382601,69658.4816746506,38530.3147905676,"random","track_id:day_of_week:race_number","AQU:Thu:8"
"1209","race_type_Maiden_Claiming",31825.8715741014,31917.3185839942,12802.2036526105,51273.5554145245,30996.8805977588,"random","track_id:day_of_week:race_number","AQU:Thu:8"
"1210","race_type_Maiden_Special_Weight",-44963.1433652444,-44529.3161329212,-70682.8656218705,-19653.4921324022,38445.0241760046,"random","track_id:day_of_week:race_number","AQU:Thu:8"
"1211","race_type_Other",27048.8626155383,25085.143538322,-2050.81929581021,55071.9952730314,43163.1626251826,"random","track_id:day_of_week:race_number","AQU:Thu:8"
"1212","age_restriction_02",88466.3720325719,87483.1941140545,54179.3630074173,121358.924542802,50557.3616818952,"random","track_id:day_of_week:race_number","AQU:Thu:8"
"1213","age_restriction_03",-65719.8437748849,-65308.3426996112,-96187.426929411,-32440.2977925141,50205.2098616722,"random","track_id:day_of_week:race_number","AQU:Thu:8"
"1214","age_restriction_3U",-10275.2930351546,-9001.98950336698,-39592.6362371122,20296.5941393202,44755.0919879504,"random","track_id:day_of_week:race_number","AQU:Thu:8"
"1215","sex_restriction_2",24562.5873620336,23656.0303311801,2985.95903518184,45646.0592920093,34398.2061930054,"random","track_id:day_of_week:race_number","AQU:Thu:8"
"1216","sex_restriction_3",-19373.6202053211,-17967.9545736158,-40163.2568274755,2989.01501931118,33740.3962303581,"random","track_id:day_of_week:race_number","AQU:Thu:8"
"1217","sex_restriction_Unknown",25499.8257008304,25264.7825099508,3732.4457090322,46841.4159569117,34136.7387112913,"random","track_id:day_of_week:race_number","AQU:Thu:8"
"1218","surface_D",515585.858976604,514429.994333061,376023.917978886,654788.646484941,203404.226637234,"random","track_id:day_of_week:race_number","AQU:Thu:8"
"1219","surface_T",505905.608976207,504917.839310671,360279.148242813,647105.316693839,208262.083131604,"random","track_id:day_of_week:race_number","AQU:Thu:8"
"1220","number_of_runners_2",163560.236729823,165307.501576,123805.567382338,203994.586945178,60414.7059926306,"random","track_id:day_of_week:race_number","AQU:Thu:8"
"1221","number_of_runners_3",102598.776854174,102052.424964128,74536.5192141492,131392.425135342,43063.6625869709,"random","track_id:day_of_week:race_number","AQU:Thu:8"
"1222","number_of_runners_5",31970.7151802223,31321.9151739847,12589.7205733229,51827.0032102716,28670.5165812386,"random","track_id:day_of_week:race_number","AQU:Thu:8"
"1223","number_of_runners_6",4442.34444063052,3446.39970570962,-9584.26613777314,18324.1109311472,21309.3171043715,"random","track_id:day_of_week:race_number","AQU:Thu:8"
"1224","number_of_runners_7",-969.20059393813,-1767.80904559196,-19737.3578688004,17604.9831838116,27822.38384863,"random","track_id:day_of_week:race_number","AQU:Thu:8"
"1225","number_of_runners_8",-35187.9998029877,-36474.0464500203,-59854.5903685956,-10739.6424044047,36438.8320647321,"random","track_id:day_of_week:race_number","AQU:Thu:8"
"1226","number_of_runners_9",-8889.87347790474,-9318.46124481023,-40864.6902892226,23752.7483643751,48715.1386641496,"random","track_id:day_of_week:race_number","AQU:Thu:8"
"1227","number_of_runners_10",-43301.8955831535,-42486.9150517719,-86507.4615315056,-2125.04307132586,63507.9113528788,"random","track_id:day_of_week:race_number","AQU:Thu:8"
"1228","number_of_runners_11",-27015.6647479304,-29836.4410868914,-141338.491947334,85395.3203609412,178777.787544677,"random","track_id:day_of_week:race_number","AQU:Thu:8"
"1229","race_date",-53.5112472292446,-53.6602220601045,-64.2369262683545,-43.1632319509611,15.929313834478,"random","track_id:day_of_week:race_number","AQU:Thu:9"
"1230","favorite_odds",-392.878424235598,-4380.88270826777,-60550.8861475392,56678.4909983856,88013.4105212907,"random","track_id:day_of_week:race_number","AQU:Thu:9"
"1231","distance_id",34982.7024688325,33792.4285338899,-7331.5014983137,76037.21757487,61526.2280828057,"random","track_id:day_of_week:race_number","AQU:Thu:9"
"1232","purse_usa",58540.4235458377,53260.2519275404,-54435.3418149513,181481.953895021,178848.358709429,"random","track_id:day_of_week:race_number","AQU:Thu:9"
"1233","all_NY",8232.43515977147,8263.25651906875,-13830.9789950825,29158.5586888523,32957.6684647451,"random","track_id:day_of_week:race_number","AQU:Thu:9"
"1234","race_type_Allowance",8656.04102235629,8780.22844313188,-29853.0137714409,50780.9015711597,62019.4707137687,"random","track_id:day_of_week:race_number","AQU:Thu:9"
"1235","race_type_Claiming",41029.4203106994,39358.9808502367,13021.461849948,69534.5193330923,42597.8493190489,"random","track_id:day_of_week:race_number","AQU:Thu:9"
"1236","race_type_Maiden_Claiming",3932.12424678752,5327.30242462782,-17980.6101812774,27236.4646979014,34759.6434793759,"random","track_id:day_of_week:race_number","AQU:Thu:9"
"1237","race_type_Maiden_Special_Weight",26302.362494004,26419.6462616182,-5059.95660582618,56058.2678226388,45884.6880767536,"random","track_id:day_of_week:race_number","AQU:Thu:9"
"1238","race_type_Other",-21801.5289370413,-21600.11213829,-59236.3676849245,14571.5375611121,58636.8628552195,"random","track_id:day_of_week:race_number","AQU:Thu:9"
"1239","age_restriction_02",69958.0725880375,69020.3942365234,32293.9512735642,106051.909451321,55909.9216279521,"random","track_id:day_of_week:race_number","AQU:Thu:9"
"1240","age_restriction_03",-17785.8423611013,-17582.2488817943,-52292.2823303069,16630.362731204,53947.8443436888,"random","track_id:day_of_week:race_number","AQU:Thu:9"
"1241","age_restriction_3U",-19319.1002924803,-17865.9546287553,-50013.9531216728,12345.9228215102,48266.4288930884,"random","track_id:day_of_week:race_number","AQU:Thu:9"
"1242","sex_restriction_2",12673.7481308844,12391.9848309409,-10138.1825264035,35743.7086874277,35597.4840762403,"random","track_id:day_of_week:race_number","AQU:Thu:9"
"1243","sex_restriction_3",-16009.4918294738,-15420.5760891177,-36900.2295346978,5793.61161325619,33147.6055181591,"random","track_id:day_of_week:race_number","AQU:Thu:9"
"1244","sex_restriction_Unknown",14126.3272509466,13161.6790196305,-10045.9991413983,38666.5117973585,36458.4229223855,"random","track_id:day_of_week:race_number","AQU:Thu:9"
"1245","surface_D",576558.427301252,580617.978317319,397169.180718012,758072.886818311,263498.490971228,"random","track_id:day_of_week:race_number","AQU:Thu:9"
"1246","surface_T",567965.452974834,570296.61498546,387008.930786381,750543.913067291,270121.767831905,"random","track_id:day_of_week:race_number","AQU:Thu:9"
"1247","number_of_runners_2",185334.604424048,186064.063871622,114982.946612378,254039.077185334,105803.46813922,"random","track_id:day_of_week:race_number","AQU:Thu:9"
"1248","number_of_runners_3",102048.188558422,100932.665715669,60690.3946553814,144004.689826301,64755.3580731849,"random","track_id:day_of_week:race_number","AQU:Thu:9"
"1249","number_of_runners_5",46616.3342931023,45818.2252065671,24657.2155296707,67195.095301671,32570.4625357972,"random","track_id:day_of_week:race_number","AQU:Thu:9"
"1250","number_of_runners_6",5766.08004070895,4978.59712608843,-8185.32290941745,19834.2651877375,22486.9683881177,"random","track_id:day_of_week:race_number","AQU:Thu:9"
"1251","number_of_runners_7",-22108.7386766817,-21266.6143783966,-42620.3448909985,-1045.49164172902,31563.1366176386,"random","track_id:day_of_week:race_number","AQU:Thu:9"
"1252","number_of_runners_8",-8052.56601530273,-8981.27290722694,-34254.78689507,19041.2923149576,40048.6566305304,"random","track_id:day_of_week:race_number","AQU:Thu:9"
"1253","number_of_runners_9",-133884.569669982,-132024.119875523,-170073.519160985,-98225.5078433118,54461.7294566466,"random","track_id:day_of_week:race_number","AQU:Thu:9"
"1254","number_of_runners_10",14601.7824191479,14144.3159163576,-22432.3698060288,51913.1603212792,57085.2552913361,"random","track_id:day_of_week:race_number","AQU:Thu:9"
"1255","number_of_runners_11",-250183.951312029,-251414.695909584,-320307.680536498,-177156.556190196,107287.359627528,"random","track_id:day_of_week:race_number","AQU:Thu:9"
"1256","race_date",-87.0620067275778,-86.6688170540913,-106.956147249726,-67.2231853174698,28.8694916338679,"random","track_id:day_of_week:race_number","AQU:Wed:1"
"1257","favorite_odds",9660.4562378296,10335.7785247062,-61537.6422416212,80709.0324914267,108066.364753192,"random","track_id:day_of_week:race_number","AQU:Wed:1"
"1258","distance_id",18450.9634704583,16677.1394569987,-22981.4706843462,60324.8800612031,65418.2716682526,"random","track_id:day_of_week:race_number","AQU:Wed:1"
"1259","purse_usa",-144179.777856526,-141620.865376686,-273652.925983519,-13578.2041432518,195049.438782974,"random","track_id:day_of_week:race_number","AQU:Wed:1"
"1260","all_NY",25966.2082049345,28067.103588549,-2923.64217818957,55118.5361535606,44506.3587548051,"random","track_id:day_of_week:race_number","AQU:Wed:1"
"1261","race_type_Allowance",12329.3314454648,12126.9757788083,-33636.8166207426,57326.1426470332,73228.1764272604,"random","track_id:day_of_week:race_number","AQU:Wed:1"
"1262","race_type_Claiming",45806.2232291241,44992.2936546532,11105.0583653319,78710.6348744965,50264.7950777409,"random","track_id:day_of_week:race_number","AQU:Wed:1"
"1263","race_type_Maiden_Claiming",10369.6870757344,10005.5479146427,-16113.3344172914,36129.2394487661,40551.3672905152,"random","track_id:day_of_week:race_number","AQU:Wed:1"
"1264","race_type_Maiden_Special_Weight",-11000.1163902349,-12051.8877035715,-42325.2461738665,21998.691278226,50003.833251136,"random","track_id:day_of_week:race_number","AQU:Wed:1"
"1265","race_type_Other",-14542.6290763134,-14637.0410442173,-55198.5310189617,25159.2927177637,60080.6707351678,"random","track_id:day_of_week:race_number","AQU:Wed:1"
"1266","age_restriction_02",59673.2599515788,57394.500739533,18226.6416074009,101988.961248944,64723.753384768,"random","track_id:day_of_week:race_number","AQU:Wed:1"
"1267","age_restriction_03",-19901.8428166907,-18331.4045129578,-72451.6460970157,33580.6064888321,81182.320608336,"random","track_id:day_of_week:race_number","AQU:Wed:1"
"1268","age_restriction_3U",-12408.5979158067,-12254.778151536,-49104.7950781068,22924.9058317836,54875.1860279708,"random","track_id:day_of_week:race_number","AQU:Wed:1"
"1269","sex_restriction_2",15475.9935892508,15880.6896185624,-13203.392798613,42729.0004495722,40878.9000721302,"random","track_id:day_of_week:race_number","AQU:Wed:1"
"1270","sex_restriction_3",-6346.48449885605,-3858.64966932638,-29903.4857741355,17748.2871997743,38157.4449306353,"random","track_id:day_of_week:race_number","AQU:Wed:1"
"1271","sex_restriction_Unknown",5637.31649353587,6320.07445785324,-20682.7856383034,32392.1472693733,41840.4498439406,"random","track_id:day_of_week:race_number","AQU:Wed:1"
"1272","surface_D",885424.331924501,884171.756735933,578740.212191021,1192017.61624307,457470.213725406,"random","track_id:day_of_week:race_number","AQU:Wed:1"
"1273","surface_T",828327.915343449,824079.54674181,523481.228765847,1143868.4195832,452771.496199732,"random","track_id:day_of_week:race_number","AQU:Wed:1"
"1274","number_of_runners_2",380858.504449749,378791.839483333,315829.182133707,446928.664665739,96463.2680991948,"random","track_id:day_of_week:race_number","AQU:Wed:1"
"1275","number_of_runners_3",258741.978645047,257466.409843505,213468.880648201,301058.11133646,67013.5708627571,"random","track_id:day_of_week:race_number","AQU:Wed:1"
"1276","number_of_runners_5",62018.8157180697,61423.7395385996,33112.818677872,90263.8612607031,43738.5662839985,"random","track_id:day_of_week:race_number","AQU:Wed:1"
"1277","number_of_runners_6",11004.7790861632,8960.28617387004,-7672.06773387726,27652.5444002211,28341.0643514213,"random","track_id:day_of_week:race_number","AQU:Wed:1"
"1278","number_of_runners_7",-19969.627325946,-19155.168120197,-47199.7382741447,7634.99422798176,42813.3078606881,"random","track_id:day_of_week:race_number","AQU:Wed:1"
"1279","number_of_runners_8",-69201.3154447121,-69202.4767359435,-120298.658751655,-20781.4035336725,75933.5463174409,"random","track_id:day_of_week:race_number","AQU:Wed:1"
"1280","number_of_runners_9",-86716.2673200721,-90042.023655513,-157290.993877856,-20707.3146262523,103580.938232195,"random","track_id:day_of_week:race_number","AQU:Wed:1"
"1281","number_of_runners_10",-137263.731404752,-136696.540222334,-229445.564449069,-49437.7255549184,135657.95555097,"random","track_id:day_of_week:race_number","AQU:Wed:1"
"1282","number_of_runners_11",-67900.390927508,-72267.1951087898,-196537.540456054,60864.2924011217,199337.638585343,"random","track_id:day_of_week:race_number","AQU:Wed:1"
"1283","race_date",-84.0026049288121,-84.5292273500794,-104.160920907682,-63.2548894316852,30.7526110846383,"random","track_id:day_of_week:race_number","AQU:Wed:2"
"1284","favorite_odds",-22212.5327788448,-21967.4946268593,-92499.3167362983,47860.4420377958,105224.635899751,"random","track_id:day_of_week:race_number","AQU:Wed:2"
"1285","distance_id",1904.55500240397,3027.41803536298,-42534.1362268403,47479.1882802905,73054.9959417039,"random","track_id:day_of_week:race_number","AQU:Wed:2"
"1286","purse_usa",-153537.017752081,-149504.06351523,-299603.738740507,-8918.20320389978,223424.411035057,"random","track_id:day_of_week:race_number","AQU:Wed:2"
"1287","all_NY",32021.2685943924,33604.396148082,-3137.86413304103,67379.4880634713,50567.7974798693,"random","track_id:day_of_week:race_number","AQU:Wed:2"
"1288","race_type_Allowance",-15735.6394137187,-14943.4529062709,-64064.4016458452,30794.3440158201,70578.0955931029,"random","track_id:day_of_week:race_number","AQU:Wed:2"
"1289","race_type_Claiming",31085.2700918925,30792.8330792275,-3571.22504053718,65769.8255044465,53857.8250068648,"random","track_id:day_of_week:race_number","AQU:Wed:2"
"1290","race_type_Maiden_Claiming",25928.7910994658,24981.004394076,-1693.02004248609,51886.1249788988,41141.0209164982,"random","track_id:day_of_week:race_number","AQU:Wed:2"
"1291","race_type_Maiden_Special_Weight",-12820.243323964,-10969.4146078613,-47310.5371168837,21837.8099497227,53816.7114861269,"random","track_id:day_of_week:race_number","AQU:Wed:2"
"1292","race_type_Other",-20366.518181353,-19617.2444633215,-58426.0659116095,18615.526693194,60328.7448276963,"random","track_id:day_of_week:race_number","AQU:Wed:2"
"1293","age_restriction_02",42655.0693424773,41200.2815047463,-3943.17723278084,88995.9855634154,70096.8455716149,"random","track_id:day_of_week:race_number","AQU:Wed:2"
"1294","age_restriction_03",-11161.9650328914,-10399.9195687341,-60704.9099187948,38828.8216232146,77106.5685679431,"random","track_id:day_of_week:race_number","AQU:Wed:2"
"1295","age_restriction_3U",-10702.0050313536,-8329.58909759934,-50145.9283033691,28330.4574841441,60230.1990420836,"random","track_id:day_of_week:race_number","AQU:Wed:2"
"1296","sex_restriction_2",20716.7302705728,20670.6555724804,-8611.85990079093,50135.4412987896,44303.6401355305,"random","track_id:day_of_week:race_number","AQU:Wed:2"
"1297","sex_restriction_3",-7625.96933502628,-8047.94194802457,-32712.1396448561,16940.0083214816,39982.6578583893,"random","track_id:day_of_week:race_number","AQU:Wed:2"
"1298","sex_restriction_Unknown",8697.95171283296,8383.06252440137,-22064.2988009421,37950.9189967513,46085.0681208548,"random","track_id:day_of_week:race_number","AQU:Wed:2"
"1299","surface_D",956386.995960018,958478.406108064,622181.545302979,1282362.45584727,495338.010062319,"random","track_id:day_of_week:race_number","AQU:Wed:2"
"1300","surface_T",897367.021065156,900602.395239988,562403.273882502,1217070.98693886,489755.726480006,"random","track_id:day_of_week:race_number","AQU:Wed:2"
"1301","number_of_runners_2",318745.11881034,321702.335516232,242589.024194276,391751.002821944,113035.03070985,"random","track_id:day_of_week:race_number","AQU:Wed:2"
"1302","number_of_runners_3",235828.69624754,234970.707627855,188084.346059998,281862.241332557,71371.0361969647,"random","track_id:day_of_week:race_number","AQU:Wed:2"
"1303","number_of_runners_5",68858.1982236129,65713.3203698596,38754.6294677958,98526.947572121,44466.3165967778,"random","track_id:day_of_week:race_number","AQU:Wed:2"
"1304","number_of_runners_6",15328.2172629118,12968.0486115746,-2451.09233203682,32333.5903287802,26789.1375424044,"random","track_id:day_of_week:race_number","AQU:Wed:2"
"1305","number_of_runners_7",-27075.4176055343,-25794.1999571563,-52856.7013292473,-228.232175448667,40704.5238944596,"random","track_id:day_of_week:race_number","AQU:Wed:2"
"1306","number_of_runners_8",-70728.2133193956,-69192.3303187139,-117949.601302739,-23678.7709840312,69631.7466415044,"random","track_id:day_of_week:race_number","AQU:Wed:2"
"1307","number_of_runners_9",-82442.0349804384,-82693.6724350966,-148330.338982959,-15105.5259695408,100393.545550055,"random","track_id:day_of_week:race_number","AQU:Wed:2"
"1308","number_of_runners_10",-112262.504685959,-110568.067340747,-204011.523031745,-22800.3581434894,136540.442628172,"random","track_id:day_of_week:race_number","AQU:Wed:2"
"1309","number_of_runners_11",-79784.629304875,-85169.5375080697,-210072.732909673,50494.0349735184,196193.302258975,"random","track_id:day_of_week:race_number","AQU:Wed:2"
"1310","race_date",-69.6037767969353,-69.9942318078305,-89.6257582505927,-50.141641666101,29.6880126785449,"random","track_id:day_of_week:race_number","AQU:Wed:3"
"1311","favorite_odds",22771.3706093371,23339.5966054339,-51658.9546772286,93148.3427582745,109468.917298845,"random","track_id:day_of_week:race_number","AQU:Wed:3"
"1312","distance_id",10239.9330154554,10259.5323454823,-31949.1974320078,53620.4825856095,65622.2161006947,"random","track_id:day_of_week:race_number","AQU:Wed:3"
"1313","purse_usa",-38169.595684365,-38581.4267063822,-165135.832113357,91191.5326282793,198450.735622419,"random","track_id:day_of_week:race_number","AQU:Wed:3"
"1314","all_NY",8251.7461950535,9489.18289353376,-21290.7149481064,40274.7061845503,46675.3629727207,"random","track_id:day_of_week:race_number","AQU:Wed:3"
"1315","race_type_Allowance",11791.8340824904,10138.6829919223,-25406.7734986866,48939.9294111306,54486.1016931724,"random","track_id:day_of_week:race_number","AQU:Wed:3"
"1316","race_type_Claiming",36980.8460926738,37520.7211163097,3441.7488401702,70546.614096472,51831.2451248682,"random","track_id:day_of_week:race_number","AQU:Wed:3"
"1317","race_type_Maiden_Claiming",8536.05261681834,8372.07361900966,-14241.1476827441,32431.1849253618,38570.0998103462,"random","track_id:day_of_week:race_number","AQU:Wed:3"
"1318","race_type_Maiden_Special_Weight",-3997.70587657603,-4407.77565251864,-38501.5324331358,32469.2507476283,52840.2949052465,"random","track_id:day_of_week:race_number","AQU:Wed:3"
"1319","race_type_Other",-24226.7470681713,-23887.0769212095,-66892.7798451816,20092.5437489823,67110.3740950362,"random","track_id:day_of_week:race_number","AQU:Wed:3"
"1320","age_restriction_02",37502.3796539055,37427.8397719066,-7740.97575715216,82307.59269609,67376.1358314134,"random","track_id:day_of_week:race_number","AQU:Wed:3"
"1321","age_restriction_03",-20194.7308934911,-19194.7144112412,-61888.7261159369,21901.1248650613,61785.321284807,"random","track_id:day_of_week:race_number","AQU:Wed:3"
"1322","age_restriction_3U",-3096.97203047005,-2433.71093641305,-35373.0773205973,31324.5145419033,53077.6777642225,"random","track_id:day_of_week:race_number","AQU:Wed:3"
"1323","sex_restriction_2",10984.8409696586,11118.1686355369,-16998.5570883076,39948.7197429304,42757.5878408439,"random","track_id:day_of_week:race_number","AQU:Wed:3"
"1324","sex_restriction_3",-1464.71825031144,-1010.05784357963,-25947.4331197504,22845.8482922092,37778.3994684052,"random","track_id:day_of_week:race_number","AQU:Wed:3"
"1325","sex_restriction_Unknown",-4538.87845154543,-3907.57500169935,-32454.3482148705,23614.8737392721,42431.3263973472,"random","track_id:day_of_week:race_number","AQU:Wed:3"
"1326","surface_D",681527.926645953,671280.029671106,363203.910376093,1013880.64504638,477510.907584207,"random","track_id:day_of_week:race_number","AQU:Wed:3"
"1327","surface_T",637313.889424713,636644.636624906,321285.729214301,965158.673056959,482963.101109789,"random","track_id:day_of_week:race_number","AQU:Wed:3"
"1328","number_of_runners_2",302270.278202836,302575.926971639,229773.662835881,375973.415471487,109301.878669065,"random","track_id:day_of_week:race_number","AQU:Wed:3"
"1329","number_of_runners_3",202324.648764071,201766.5947431,158218.120702551,246812.635084441,66871.4887494515,"random","track_id:day_of_week:race_number","AQU:Wed:3"
"1330","number_of_runners_5",36858.0591440321,36775.5928156103,10287.2867025262,63725.726249258,40711.8774302746,"random","track_id:day_of_week:race_number","AQU:Wed:3"
"1331","number_of_runners_6",11362.8856955885,9913.3077810978,-4500.66045558928,27021.9138519868,25153.8847954746,"random","track_id:day_of_week:race_number","AQU:Wed:3"
"1332","number_of_runners_7",-13198.0250810566,-12640.0248115136,-40072.5362895921,13756.9755365315,39479.9248936934,"random","track_id:day_of_week:race_number","AQU:Wed:3"
"1333","number_of_runners_8",-58001.9757138503,-56685.6475843002,-110336.075305404,-8116.23133022878,75753.0205974567,"random","track_id:day_of_week:race_number","AQU:Wed:3"
"1334","number_of_runners_9",-100927.931391424,-101649.669716632,-161110.448764088,-38795.884039957,90562.2683353106,"random","track_id:day_of_week:race_number","AQU:Wed:3"
"1335","number_of_runners_10",-125599.411261549,-127691.131151238,-212060.124628099,-39693.6861691927,129815.27524684,"random","track_id:day_of_week:race_number","AQU:Wed:3"
"1336","number_of_runners_11",-62555.3417280314,-65289.1671914888,-190054.072182121,58854.7450157062,191506.27428859,"random","track_id:day_of_week:race_number","AQU:Wed:3"
"1337","race_date",-63.7678713583368,-64.2154263169111,-83.0621742648214,-44.8191148838774,27.7673348385759,"random","track_id:day_of_week:race_number","AQU:Wed:4"
"1338","favorite_odds",-3982.51452560869,-3096.5594070145,-71933.0078686978,61056.5859134749,99054.442744934,"random","track_id:day_of_week:race_number","AQU:Wed:4"
"1339","distance_id",27486.2511015105,26813.8280880337,-16016.588593357,71607.1031272853,66241.581803954,"random","track_id:day_of_week:race_number","AQU:Wed:4"
"1340","purse_usa",-164452.665425361,-162961.623402359,-296334.54493802,-26030.5372359914,198078.13928038,"random","track_id:day_of_week:race_number","AQU:Wed:4"
"1341","all_NY",11682.0082701309,11662.3945001866,-16906.1729761637,40594.5613211763,44472.6479219325,"random","track_id:day_of_week:race_number","AQU:Wed:4"
"1342","race_type_Allowance",50946.1964646491,49110.5022782674,7828.23889263935,93220.161606638,63676.823744967,"random","track_id:day_of_week:race_number","AQU:Wed:4"
"1343","race_type_Claiming",40368.1116090851,40037.1100379735,10367.7418860142,71186.6364980316,47582.8831840091,"random","track_id:day_of_week:race_number","AQU:Wed:4"
"1344","race_type_Maiden_Claiming",-5286.10293818912,-4015.10882596807,-28515.9220083001,19258.4616584752,36822.8595446502,"random","track_id:day_of_week:race_number","AQU:Wed:4"
"1345","race_type_Maiden_Special_Weight",-7991.43692567638,-7466.62638464388,-36890.966050339,22535.5749994175,46431.8168380433,"random","track_id:day_of_week:race_number","AQU:Wed:4"
"1346","race_type_Other",-2654.17630407921,-2171.77318834015,-44168.1030263602,40952.3093912424,65917.184119059,"random","track_id:day_of_week:race_number","AQU:Wed:4"
"1347","age_restriction_02",72432.3980239857,71848.4495062796,33467.351046344,111530.573375586,58804.8824194397,"random","track_id:day_of_week:race_number","AQU:Wed:4"
"1348","age_restriction_03",1761.75739553867,2050.95718635377,-42584.8023164724,45681.7626143512,71594.7814970893,"random","track_id:day_of_week:race_number","AQU:Wed:4"
"1349","age_restriction_3U",-42145.4966649338,-39511.504380199,-76997.8318851574,-5047.17022526217,53593.2177556028,"random","track_id:day_of_week:race_number","AQU:Wed:4"
"1350","sex_restriction_2",3183.66721317793,2981.83469647323,-22517.0936537121,30598.7433249817,40511.9129045796,"random","track_id:day_of_week:race_number","AQU:Wed:4"
"1351","sex_restriction_3",-10427.8811570307,-10606.764449967,-33137.0586319908,12887.6446608621,35974.363113606,"random","track_id:day_of_week:race_number","AQU:Wed:4"
"1352","sex_restriction_Unknown",38077.9948784609,37678.2002829633,10945.9027886679,66221.5137166649,41432.6611495466,"random","track_id:day_of_week:race_number","AQU:Wed:4"
"1353","surface_D",680483.659783728,683374.145199202,373338.554947468,998146.214396879,453971.564425074,"random","track_id:day_of_week:race_number","AQU:Wed:4"
"1354","surface_T",666652.938711299,678268.272608713,362010.910169678,992263.511021883,457771.063891245,"random","track_id:day_of_week:race_number","AQU:Wed:4"
"1355","number_of_runners_2",270927.296584171,269735.611404554,204396.483903673,342676.860700995,101046.03457842,"random","track_id:day_of_week:race_number","AQU:Wed:4"
"1356","number_of_runners_3",165619.277382876,166917.675380577,117808.922754911,213276.904904635,72414.1939449826,"random","track_id:day_of_week:race_number","AQU:Wed:4"
"1357","number_of_runners_5",69559.5232885084,68751.5029102777,44649.5435647505,94726.9696152185,37856.5912479402,"random","track_id:day_of_week:race_number","AQU:Wed:4"
"1358","number_of_runners_6",4641.68959798014,4039.13256427002,-10242.6884234703,19415.3526492922,23980.5339466647,"random","track_id:day_of_week:race_number","AQU:Wed:4"
"1359","number_of_runners_7",-20448.589075407,-21045.1997054262,-43597.0873191016,4767.68024997799,36539.0939995685,"random","track_id:day_of_week:race_number","AQU:Wed:4"
"1360","number_of_runners_8",-65430.9814785775,-65859.6638929762,-100311.473978023,-27932.6525115108,55295.3967015638,"random","track_id:day_of_week:race_number","AQU:Wed:4"
"1361","number_of_runners_9",-67049.014242917,-66331.4869674495,-129604.262608941,-646.937619960307,98786.1021097591,"random","track_id:day_of_week:race_number","AQU:Wed:4"
"1362","number_of_runners_10",-120782.840421261,-120262.695547306,-173343.511155542,-68583.9465234104,76589.7242089608,"random","track_id:day_of_week:race_number","AQU:Wed:4"
"1363","number_of_runners_11",-63652.8294673562,-59982.6148058317,-183578.887281859,57270.5634987338,187850.002432841,"random","track_id:day_of_week:race_number","AQU:Wed:4"
"1364","race_date",-42.4974051995649,-42.646997661111,-60.0804397602193,-24.486994519268,26.9145335401255,"random","track_id:day_of_week:race_number","AQU:Wed:5"
"1365","favorite_odds",-17409.7340789225,-16056.8116264518,-87654.7012382328,49470.9814053548,97978.356634614,"random","track_id:day_of_week:race_number","AQU:Wed:5"
"1366","distance_id",-26867.7086342234,-25352.3445967726,-71870.6375904415,19543.6921939062,69533.0573384783,"random","track_id:day_of_week:race_number","AQU:Wed:5"
"1367","purse_usa",-93403.8029292489,-96399.9076241871,-230014.824419499,42604.4930140217,208361.377383804,"random","track_id:day_of_week:race_number","AQU:Wed:5"
"1368","all_NY",18072.4756890084,19722.8596444062,-13187.639339706,48717.9446006168,46667.6939693352,"random","track_id:day_of_week:race_number","AQU:Wed:5"
