"","term","mean","median","lower","upper","sd","ran_val","group","level"
"3728","sex_restriction_Unknown",-34483.5963634316,-33225.2096026222,-62139.6128872099,-5365.18882159346,42695.1756373957,"random","track_id:day_of_week:race_number","SAR:Fri:7"
"3729","surface_D",-1119971.44484339,-1120279.69619637,-1334551.05060951,-915854.68910631,301908.695385697,"random","track_id:day_of_week:race_number","SAR:Fri:7"
"3730","surface_T",-1102495.54902004,-1104955.50793798,-1316490.36607578,-886126.006423848,304162.651456932,"random","track_id:day_of_week:race_number","SAR:Fri:7"
"3731","number_of_runners_2",-413194.034986718,-412583.238106069,-482736.10727133,-344425.768609154,105365.166296141,"random","track_id:day_of_week:race_number","SAR:Fri:7"
"3732","number_of_runners_3",-214364.989614447,-212988.425517622,-247038.10216383,-181005.141671259,49730.9714479954,"random","track_id:day_of_week:race_number","SAR:Fri:7"
"3733","number_of_runners_5",-73274.5252379652,-72119.0630965869,-96030.6253502002,-50212.7944882051,36115.6134473046,"random","track_id:day_of_week:race_number","SAR:Fri:7"
"3734","number_of_runners_6",-10439.4945701471,-8870.73022971372,-26899.7193761935,7363.09744228474,26426.3302656089,"random","track_id:day_of_week:race_number","SAR:Fri:7"
"3735","number_of_runners_7",31747.8434621285,30639.8633980306,8193.40852886346,54967.3730375672,34591.6616725785,"random","track_id:day_of_week:race_number","SAR:Fri:7"
"3736","number_of_runners_8",22330.4281932888,21720.4087052609,-6142.21545524757,50710.6907920271,45179.4844460905,"random","track_id:day_of_week:race_number","SAR:Fri:7"
"3737","number_of_runners_9",80469.278676235,79312.1986037653,32624.2130324146,128141.585123964,71414.0284318726,"random","track_id:day_of_week:race_number","SAR:Fri:7"
"3738","number_of_runners_10",237673.933820056,237176.488194983,179795.721905521,293321.463351595,84825.8534018862,"random","track_id:day_of_week:race_number","SAR:Fri:7"
"3739","number_of_runners_11",95703.6265003226,90998.2860617212,-39257.6258427301,236543.10932777,207758.043781034,"random","track_id:day_of_week:race_number","SAR:Fri:7"
"3740","race_date",68.985384872533,69.048526965147,55.0971429279143,83.6811150855283,20.667783299579,"random","track_id:day_of_week:race_number","SAR:Fri:8"
"3741","favorite_odds",13579.6002409499,11307.4885161227,-48723.0728382414,73844.8585411512,94077.0030042955,"random","track_id:day_of_week:race_number","SAR:Fri:8"
"3742","distance_id",11620.9965000109,13001.1123103329,-28077.8721302897,50851.4873976534,58847.3515954504,"random","track_id:day_of_week:race_number","SAR:Fri:8"
"3743","purse_usa",-36847.2152114081,-30776.7469843435,-133754.845197541,62793.206866868,140578.900292314,"random","track_id:day_of_week:race_number","SAR:Fri:8"
"3744","all_NY",-31227.14368807,-31716.4868492338,-57268.3349423022,-5395.71464946606,38351.060160624,"random","track_id:day_of_week:race_number","SAR:Fri:8"
"3745","race_type_Allowance",-32597.0481504872,-31198.4371190639,-70203.0623484724,6236.73380217864,57135.5926758876,"random","track_id:day_of_week:race_number","SAR:Fri:8"
"3746","race_type_Claiming",-82647.3934269536,-79716.3942506088,-121451.03747339,-42332.4165877598,58383.5082872902,"random","track_id:day_of_week:race_number","SAR:Fri:8"
"3747","race_type_Maiden_Claiming",-6008.82624951043,-7144.22639656438,-32140.0449279081,18422.1653083406,41995.1591861657,"random","track_id:day_of_week:race_number","SAR:Fri:8"
"3748","race_type_Maiden_Special_Weight",9464.28438263403,9811.29147875607,-27325.8135843807,45369.1608850034,56430.9480220395,"random","track_id:day_of_week:race_number","SAR:Fri:8"
"3749","race_type_Other",56878.905153926,58258.741711268,20566.3463182817,92803.8216187691,56891.9430801278,"random","track_id:day_of_week:race_number","SAR:Fri:8"
"3750","age_restriction_02",-87561.9887256656,-85606.7927884936,-132885.11427983,-43160.5662647141,66333.7280318525,"random","track_id:day_of_week:race_number","SAR:Fri:8"
"3751","age_restriction_03",27126.5067245966,26730.0862145722,-16303.3746285943,69488.0192031336,69760.669649267,"random","track_id:day_of_week:race_number","SAR:Fri:8"
"3752","age_restriction_3U",27717.7383615854,25817.6935757003,-9912.6271665376,64617.0217000972,56452.2307961533,"random","track_id:day_of_week:race_number","SAR:Fri:8"
"3753","sex_restriction_2",-7760.37507607346,-7932.21454359088,-34592.4817811857,20838.6679123704,42531.5596282654,"random","track_id:day_of_week:race_number","SAR:Fri:8"
"3754","sex_restriction_3",7834.74090395006,7116.79930298225,-16995.4322088525,32816.9655005811,39876.0180457988,"random","track_id:day_of_week:race_number","SAR:Fri:8"
"3755","sex_restriction_Unknown",10154.048798024,11521.2789173263,-16786.5790629696,37711.6518711466,41871.7171761226,"random","track_id:day_of_week:race_number","SAR:Fri:8"
"3756","surface_D",-410218.650993891,-413623.427827864,-638021.145963846,-189705.273715407,336505.6448768,"random","track_id:day_of_week:race_number","SAR:Fri:8"
"3757","surface_T",-439916.712136575,-444478.651218888,-667008.337361772,-220340.58635388,327981.587318316,"random","track_id:day_of_week:race_number","SAR:Fri:8"
"3758","number_of_runners_2",-394516.929222202,-395777.688930205,-453012.177867398,-338533.357279636,86494.8491501102,"random","track_id:day_of_week:race_number","SAR:Fri:8"
"3759","number_of_runners_3",-211278.488748801,-210424.943861551,-247316.587770183,-173141.894070785,56231.8298831682,"random","track_id:day_of_week:race_number","SAR:Fri:8"
"3760","number_of_runners_5",-22916.614110442,-22537.9611899314,-45902.369336125,794.790908815748,33914.3450254663,"random","track_id:day_of_week:race_number","SAR:Fri:8"
"3761","number_of_runners_6",-19750.8549536365,-17066.9141839033,-35917.2572220896,-1710.16431695351,27308.1387449335,"random","track_id:day_of_week:race_number","SAR:Fri:8"
"3762","number_of_runners_7",51015.6083360539,51312.61066693,25336.2702979386,75034.5787616789,37112.7919027958,"random","track_id:day_of_week:race_number","SAR:Fri:8"
"3763","number_of_runners_8",45599.6370528475,46351.50839726,11252.8345055464,78675.6298643579,51212.2776558189,"random","track_id:day_of_week:race_number","SAR:Fri:8"
"3764","number_of_runners_9",7487.35507931873,5648.49440918191,-32963.3822691615,46384.1883076043,58988.756301922,"random","track_id:day_of_week:race_number","SAR:Fri:8"
"3765","number_of_runners_10",95867.7649079387,98692.0822167876,9243.9701933394,179005.430118221,131415.862103175,"random","track_id:day_of_week:race_number","SAR:Fri:8"
"3766","number_of_runners_11",40963.5007859937,41434.7845347654,-87978.1906796158,172366.93205813,201265.415738642,"random","track_id:day_of_week:race_number","SAR:Fri:8"
"3767","race_date",81.8543546900128,82.0579389149829,68.6179115969801,95.259202260138,20.8562200111103,"random","track_id:day_of_week:race_number","SAR:Fri:9"
"3768","favorite_odds",-68330.9833458698,-66532.2019212914,-133335.647397552,-3338.48130819963,101370.635797278,"random","track_id:day_of_week:race_number","SAR:Fri:9"
"3769","distance_id",10516.2049375007,9651.29287461656,-39304.5440149494,56302.4807087002,71277.9035076481,"random","track_id:day_of_week:race_number","SAR:Fri:9"
"3770","purse_usa",-89128.1381243352,-88577.0431759858,-201641.830892948,27704.1666361269,175301.587642033,"random","track_id:day_of_week:race_number","SAR:Fri:9"
"3771","all_NY",35855.9904351231,36355.9111468045,16.6082154215492,70106.5714996917,50955.6585180504,"random","track_id:day_of_week:race_number","SAR:Fri:9"
"3772","race_type_Allowance",-77919.7953803517,-76407.0694703552,-122527.079839116,-32473.1211399537,66110.1320361295,"random","track_id:day_of_week:race_number","SAR:Fri:9"
"3773","race_type_Claiming",-50568.6679088352,-49841.6792364415,-89200.9230849766,-10668.810447311,59756.6723162649,"random","track_id:day_of_week:race_number","SAR:Fri:9"
"3774","race_type_Maiden_Claiming",14644.8231342436,11514.3747014401,-17453.5667253851,43310.0578392198,47196.2773950869,"random","track_id:day_of_week:race_number","SAR:Fri:9"
"3775","race_type_Maiden_Special_Weight",-40004.9468124344,-37927.456341482,-79463.0252875461,1684.38359606954,61809.8788565238,"random","track_id:day_of_week:race_number","SAR:Fri:9"
"3776","race_type_Other",77080.7266546725,76737.9123201248,34995.8459192685,119066.40252036,62743.001588286,"random","track_id:day_of_week:race_number","SAR:Fri:9"
"3777","age_restriction_02",-28485.7496129535,-28315.0104015022,-73461.4820878273,11816.168051256,63525.8635420046,"random","track_id:day_of_week:race_number","SAR:Fri:9"
"3778","age_restriction_03",111458.388467745,109467.238101645,68369.7752641946,154842.840582124,64486.6750048732,"random","track_id:day_of_week:race_number","SAR:Fri:9"
"3779","age_restriction_3U",-65279.4434341073,-63508.278132252,-103039.26758173,-27602.6522854983,56901.4285539076,"random","track_id:day_of_week:race_number","SAR:Fri:9"
"3780","sex_restriction_2",9156.33579695144,7631.72848651343,-23606.7717288465,40234.7998526449,48820.1286051651,"random","track_id:day_of_week:race_number","SAR:Fri:9"
"3781","sex_restriction_3",-2083.70521443486,-1919.25774986311,-31135.4793418251,27238.6767206698,43699.924798109,"random","track_id:day_of_week:race_number","SAR:Fri:9"
"3782","sex_restriction_Unknown",-23365.4661251892,-21706.9458702515,-53782.0606714258,8380.737794032,47054.9567903656,"random","track_id:day_of_week:race_number","SAR:Fri:9"
"3783","surface_D",-525148.049737839,-530548.62551496,-768894.703407501,-280924.569984757,370044.40892056,"random","track_id:day_of_week:race_number","SAR:Fri:9"
"3784","surface_T",-468331.656019743,-474717.474384335,-704706.044999889,-238475.838908859,362771.495709893,"random","track_id:day_of_week:race_number","SAR:Fri:9"
"3785","number_of_runners_2",-320425.263355852,-320396.974365256,-381442.393684373,-257034.758564551,91663.5345291527,"random","track_id:day_of_week:race_number","SAR:Fri:9"
"3786","number_of_runners_3",-245539.417565984,-244539.363539629,-282301.958843599,-208582.743790275,57833.6847562662,"random","track_id:day_of_week:race_number","SAR:Fri:9"
"3787","number_of_runners_5",-27460.7468551661,-26419.0739207958,-54630.1074542445,-419.127861557197,41158.3836134789,"random","track_id:day_of_week:race_number","SAR:Fri:9"
"3788","number_of_runners_6",-7363.40172029843,-5954.87784022918,-24284.583014962,10039.7984932324,28877.0736819248,"random","track_id:day_of_week:race_number","SAR:Fri:9"
"3789","number_of_runners_7",8566.51428467668,6354.65863238946,-18214.572062353,33291.9590375599,39338.9391011728,"random","track_id:day_of_week:race_number","SAR:Fri:9"
"3790","number_of_runners_8",89931.4964742648,89306.8815374861,50452.3480168547,127380.742062212,58979.6742747421,"random","track_id:day_of_week:race_number","SAR:Fri:9"
"3791","number_of_runners_9",88930.81591427,86991.9204739402,14618.6313057325,161294.630813056,111465.148552422,"random","track_id:day_of_week:race_number","SAR:Fri:9"
"3792","number_of_runners_10",104001.74638162,103449.534112638,28148.2118535449,184315.112735132,114986.873980894,"random","track_id:day_of_week:race_number","SAR:Fri:9"
"3793","number_of_runners_11",99607.9078515547,97457.7406837908,-42085.5232727373,238124.090241864,225288.442235559,"random","track_id:day_of_week:race_number","SAR:Fri:9"
"3794","race_date",173.289120861854,173.05618097271,161.173790146483,185.381628156095,18.289110822176,"random","track_id:day_of_week:race_number","SAR:Fri:10"
"3795","favorite_odds",-38711.7442071121,-39383.3927081225,-95106.1148688493,20083.7707506248,84803.3372385149,"random","track_id:day_of_week:race_number","SAR:Fri:10"
"3796","distance_id",7436.09594485488,6020.31357988424,-38001.3836875238,50721.727383279,65270.3963243358,"random","track_id:day_of_week:race_number","SAR:Fri:10"
"3797","purse_usa",-143220.78889889,-145153.881141852,-245341.24704052,-41189.5955666763,155049.861625878,"random","track_id:day_of_week:race_number","SAR:Fri:10"
"3798","all_NY",-92232.3649633306,-93004.4509094851,-118846.293677719,-66719.1464149993,38435.8714731795,"random","track_id:day_of_week:race_number","SAR:Fri:10"
"3799","race_type_Allowance",151399.257843749,150095.723499366,108418.669900848,192745.953063085,63514.3148462606,"random","track_id:day_of_week:race_number","SAR:Fri:10"
"3800","race_type_Claiming",-67855.3699405363,-66878.8829456196,-102762.224663309,-31869.8162879467,53573.7529857945,"random","track_id:day_of_week:race_number","SAR:Fri:10"
"3801","race_type_Maiden_Claiming",-47756.1296092243,-47623.2191976804,-74033.8196650571,-20665.7245703643,43108.9921460214,"random","track_id:day_of_week:race_number","SAR:Fri:10"
"3802","race_type_Maiden_Special_Weight",-84665.420066464,-84150.0809325284,-117918.141319711,-50097.2158274193,51156.690636537,"random","track_id:day_of_week:race_number","SAR:Fri:10"
"3803","race_type_Other",58053.2023458004,59050.6401377266,18017.5217997928,96910.6612531186,57757.7682135895,"random","track_id:day_of_week:race_number","SAR:Fri:10"
"3804","age_restriction_02",-11793.2690185442,-13838.4724962725,-63638.5167078664,40142.6517545328,75855.1699903429,"random","track_id:day_of_week:race_number","SAR:Fri:10"
"3805","age_restriction_03",25046.0801195854,26306.0830846519,-24684.960302514,78493.1116354434,78932.7405080904,"random","track_id:day_of_week:race_number","SAR:Fri:10"
"3806","age_restriction_3U",-66533.341694043,-62880.5548118604,-109857.107243611,-22019.8832758997,66987.7508168544,"random","track_id:day_of_week:race_number","SAR:Fri:10"
